type	time	latitude	longitude	altitude (m)	distance (km)	hr	name	desc
T	2016-11-13 10:04:12	51.407908000	-2.764467000	12.4	5.725	136		
T	2016-11-13 10:04:13	51.407851000	-2.764438000	12.4	5.732	136		
T	2016-11-13 10:04:16	51.407691000	-2.764365000	12.4	5.751	137		
T	2016-11-13 10:04:18	51.407573000	-2.764334000	12.4	5.765	137		
T	2016-11-13 10:04:22	51.407350000	-2.764287000	12.4	5.791	137		
T	2016-11-13 10:04:23	51.407299000	-2.764285000	12.8	5.798	137		
T	2016-11-13 10:04:24	51.407247000	-2.764274000	13.2	5.804	137		
T	2016-11-13 10:04:25	51.407201000	-2.764273000	13.6	5.810	137		
T	2016-11-13 10:04:26	51.407148000	-2.764276000	14.2	5.817	137		
T	2016-11-13 10:04:27	51.407100000	-2.764294000	14.6	5.823	137		
T	2016-11-13 10:04:28	51.407053000	-2.764305000	14.6	5.829	136		
T	2016-11-13 10:04:32	51.406868000	-2.764330000	14.6	5.853	137		
T	2016-11-13 10:04:34	51.406789000	-2.764349000	14.6	5.865	138		
T	2016-11-13 10:04:36	51.406688000	-2.764387000	15.0	5.876	138		
T	2016-11-13 10:04:37	51.406633000	-2.764412000	15.4	5.881	139		
T	2016-11-13 10:04:38	51.406587000	-2.764436000	16.0	5.887	139		
T	2016-11-13 10:04:39	51.406529000	-2.764467000	16.4	5.893	140		
T	2016-11-13 10:04:40	51.406471000	-2.764504000	16.8	5.899	140		
T	2016-11-13 10:04:46	51.406152000	-2.764756000	16.8	5.933	143		
T	2016-11-13 10:04:48	51.406055000	-2.764836000	16.8	5.945	144		
T	2016-11-13 10:04:50	51.405964000	-2.764893000	17.2	5.957	144		
T	2016-11-13 10:04:51	51.405918000	-2.764918000	17.6	5.963	145		
T	2016-11-13 10:04:52	51.405877000	-2.764940000	18.2	5.968	144		
T	2016-11-13 10:04:53	51.405838000	-2.764961000	18.6	5.974	144		
T	2016-11-13 10:04:54	51.405797000	-2.764986000	19.0	5.980	144		
T	2016-11-13 10:04:55	51.405758000	-2.764994000	19.0	5.985	145		
T	2016-11-13 10:04:59	51.405601000	-2.765034000	19.4	6.006	145		
T	2016-11-13 10:05:00	51.405556000	-2.765024000	19.8	6.011	144		
T	2016-11-13 10:05:01	51.405517000	-2.765017000	20.2	6.016	145		
T	2016-11-13 10:05:02	51.405474000	-2.765012000	20.6	6.021	144		
T	2016-11-13 10:05:03	51.405423000	-2.765004000	21.0	6.025	145		
T	2016-11-13 10:05:08	51.405188000	-2.764978000	21.0	6.050	144		
T	2016-11-13 10:05:09	51.405145000	-2.764982000	21.0	6.054	144		
T	2016-11-13 10:05:12	51.405001000	-2.764969000	21.4	6.070	143		
T	2016-11-13 10:05:13	51.404957000	-2.764958000	21.8	6.075	142		
T	2016-11-13 10:05:14	51.404915000	-2.764955000	22.2	6.080	142		
T	2016-11-13 10:05:15	51.404871000	-2.764946000	22.8	6.085	142		
T	2016-11-13 10:05:16	51.404832000	-2.764946000	23.2	6.090	142		
T	2016-11-13 10:05:20	51.404638000	-2.764934000	23.2	6.110	142		
T	2016-11-13 10:05:25	51.404378000	-2.764856000	23.6	6.136	140		
T	2016-11-13 10:05:26	51.404331000	-2.764834000	24.0	6.141	140		
T	2016-11-13 10:05:27	51.404283000	-2.764807000	24.4	6.147	140		
T	2016-11-13 10:05:28	51.404232000	-2.764782000	24.8	6.152	139		
T	2016-11-13 10:05:29	51.404186000	-2.764762000	25.2	6.157	139		
T	2016-11-13 10:05:35	51.403897000	-2.764629000	25.2	6.189	138		
T	2016-11-13 10:05:41	51.403599000	-2.764505000	25.2	6.223	138		
T	2016-11-13 10:05:49	51.403201000	-2.764390000	25.2	6.269	136		
T	2016-11-13 10:05:51	51.403101000	-2.764411000	25.2	6.281	135		
T	2016-11-13 10:05:52	51.403052000	-2.764441000	25.6	6.287	135		
T	2016-11-13 10:05:53	51.403009000	-2.764482000	26.2	6.292	135		
T	2016-11-13 10:05:54	51.402975000	-2.764542000	26.6	6.298	134		
T	2016-11-13 10:05:55	51.402957000	-2.764596000	27.0	6.303	134		
T	2016-11-13 10:05:56	51.402974000	-2.764689000	27.4	6.308	134		
T	2016-11-13 10:05:59	51.403054000	-2.764959000	27.4	6.326	134		
T	2016-11-13 10:06:05	51.403234000	-2.765558000	27.0	6.371	134		
T	2016-11-13 10:06:06	51.403273000	-2.765662000	26.6	6.380	133		
T	2016-11-13 10:06:07	51.403311000	-2.765765000	26.2	6.388	133		
T	2016-11-13 10:06:08	51.403334000	-2.765881000	25.8	6.396	132		
T	2016-11-13 10:06:09	51.403352000	-2.765996000	25.4	6.404	132		
T	2016-11-13 10:06:10	51.403359000	-2.766119000	25.4	6.413	131		
T	2016-11-13 10:06:13	51.403325000	-2.766488000	25.4	6.438	129		
T	2016-11-13 10:06:15	51.403268000	-2.766731000	25.4	6.456	129		
T	2016-11-13 10:06:18	51.403189000	-2.767114000	25.4	6.484	129		
T	2016-11-13 10:06:19	51.403167000	-2.767242000	24.8	6.493	129		
T	2016-11-13 10:06:20	51.403148000	-2.767379000	24.4	6.503	130		
T	2016-11-13 10:06:21	51.403128000	-2.767515000	24.0	6.512	130		
T	2016-11-13 10:06:22	51.403108000	-2.767647000	23.6	6.522	131		
T	2016-11-13 10:06:23	51.403084000	-2.767781000	23.2	6.531	131		
T	2016-11-13 10:06:25	51.403032000	-2.768059000	23.2	6.551	131		
T	2016-11-13 10:06:26	51.403008000	-2.768194000	22.6	6.561	130		
T	2016-11-13 10:06:27	51.402985000	-2.768342000	22.0	6.571	129		
T	2016-11-13 10:06:28	51.402970000	-2.768478000	21.6	6.582	129		
T	2016-11-13 10:06:30	51.402946000	-2.768775000	21.0	6.602	128		
T	2016-11-13 10:06:31	51.402937000	-2.768918000	20.4	6.613	128		
T	2016-11-13 10:06:37	51.402908000	-2.769800000	20.4	6.674	128		
T	2016-11-13 10:06:38	51.402907000	-2.769941000	20.0	6.685	128		
T	2016-11-13 10:06:39	51.402903000	-2.770085000	19.4	6.695	128		
T	2016-11-13 10:06:40	51.402898000	-2.770227000	19.0	6.705	128		
T	2016-11-13 10:06:41	51.402885000	-2.770369000	18.6	6.715	128		
T	2016-11-13 10:06:42	51.402869000	-2.770525000	18.0	6.725	128		
T	2016-11-13 10:06:45	51.402816000	-2.770960000	18.0	6.756	129		
T	2016-11-13 10:06:46	51.402796000	-2.771106000	17.6	6.767	129		
T	2016-11-13 10:06:47	51.402776000	-2.771256000	17.0	6.777	130		
T	2016-11-13 10:06:48	51.402758000	-2.771396000	16.6	6.788	130		
T	2016-11-13 10:06:49	51.402738000	-2.771539000	16.2	6.798	130		
T	2016-11-13 10:06:50	51.402712000	-2.771678000	15.8	6.808	129		
T	2016-11-13 10:06:53	51.402637000	-2.772110000	15.4	6.840	128		
T	2016-11-13 10:06:54	51.402607000	-2.772250000	15.0	6.850	128		
T	2016-11-13 10:06:55	51.402575000	-2.772380000	14.4	6.860	128		
T	2016-11-13 10:06:56	51.402534000	-2.772519000	14.0	6.870	128		
T	2016-11-13 10:06:57	51.402499000	-2.772648000	13.6	6.880	127		
T	2016-11-13 10:06:59	51.402413000	-2.772892000	13.6	6.901	127		
T	2016-11-13 10:07:05	51.402111000	-2.773595000	13.6	6.960	127		
T	2016-11-13 10:07:11	51.401823000	-2.774238000	13.2	7.016	127		
T	2016-11-13 10:07:12	51.401770000	-2.774344000	12.8	7.025	128		
T	2016-11-13 10:07:13	51.401716000	-2.774441000	12.4	7.035	129		
T	2016-11-13 10:07:14	51.401666000	-2.774526000	12.0	7.043	130		
T	2016-11-13 10:07:15	51.401609000	-2.774614000	11.6	7.053	131		
T	2016-11-13 10:07:19	51.401415000	-2.774999000	11.6	7.088	132		
T	2016-11-13 10:07:23	51.401310000	-2.775512000	11.6	7.125	132		
T	2016-11-13 10:07:30	51.401119000	-2.776404000	11.6	7.190	131		
T	2016-11-13 10:07:37	51.400883000	-2.777239000	11.6	7.254	132		
T	2016-11-13 10:07:38	51.400843000	-2.777351000	11.6	7.263	132		
T	2016-11-13 10:07:45	51.400602000	-2.778138000	11.6	7.327	132		
T	2016-11-13 10:07:47	51.400544000	-2.778376000	11.6	7.344	132		
T	2016-11-13 10:07:49	51.400517000	-2.778631000	11.6	7.362	132		
T	2016-11-13 10:07:51	51.400506000	-2.778889000	11.6	7.380	131		
T	2016-11-13 10:07:54	51.400534000	-2.779275000	11.6	7.406	130		
T	2016-11-13 10:07:56	51.400541000	-2.779525000	11.6	7.424	129		
T	2016-11-13 10:08:02	51.400488000	-2.780200000	11.6	7.472	129		
T	2016-11-13 10:08:09	51.400401000	-2.780926000	11.6	7.524	130		
T	2016-11-13 10:08:10	51.400380000	-2.781031000	11.6	7.531	131		
T	2016-11-13 10:08:17	51.400274000	-2.781717000	11.6	7.582	133		
T	2016-11-13 10:08:19	51.400260000	-2.781896000	12.0	7.595	135		
T	2016-11-13 10:08:20	51.400249000	-2.781987000	12.4	7.602	136		
T	2016-11-13 10:08:21	51.400249000	-2.781987000	12.8	7.608	136		
T	2016-11-13 10:08:22	51.400242000	-2.782174000	13.4	7.614	137		
T	2016-11-13 10:08:23	51.400240000	-2.782266000	13.8	7.621	138		
T	2016-11-13 10:08:27	51.400232000	-2.782658000	13.8	7.648	140		
T	2016-11-13 10:08:35	51.400245000	-2.783475000	13.8	7.703	139		
T	2016-11-13 10:08:45	51.400245000	-2.783475000	13.8	7.781	136		
T	2016-11-13 10:08:47	51.400255000	-2.784795000	13.8	7.796	136		
T	2016-11-13 10:08:55	51.400228000	-2.785702000	13.8	7.858	136		
T	2016-11-13 10:08:57	51.400217000	-2.785911000	13.8	7.873	136		
T	2016-11-13 10:09:03	51.400168000	-2.786561000	13.8	7.918	139		
T	2016-11-13 10:09:05	51.400153000	-2.786776000	13.8	7.934	139		
T	2016-11-13 10:09:13	51.400045000	-2.787636000	13.8	7.994	137		
T	2016-11-13 10:09:14	51.400031000	-2.787740000	13.8	8.002	136		
T	2016-11-13 10:09:22	51.399949000	-2.788584000	13.8	8.063	134		
T	2016-11-13 10:09:26	51.399925000	-2.789018000	13.8	8.093	134		
T	2016-11-13 10:09:28	51.399906000	-2.789224000	13.8	8.108	134		
T	2016-11-13 10:09:35	51.400040000	-2.789933000	13.8	8.159	135		
T	2016-11-13 10:09:42	51.400210000	-2.790616000	13.8	8.210	134		
T	2016-11-13 10:09:48	51.400320000	-2.791177000	13.8	8.252	133		
T	2016-11-13 10:09:50	51.400332000	-2.791382000	13.8	8.267	133		
T	2016-11-13 10:09:56	51.400304000	-2.792037000	13.8	8.312	132		
T	2016-11-13 10:10:01	51.400281000	-2.792679000	13.8	8.357	130		
T	2016-11-13 10:10:02	51.400272000	-2.792804000	13.2	8.367	129		
T	2016-11-13 10:10:03	51.400274000	-2.792948000	12.6	8.378	128		
T	2016-11-13 10:10:04	51.400272000	-2.793096000	12.0	8.389	128		
T	2016-11-13 10:10:05	51.400265000	-2.793240000	11.4	8.399	127		
T	2016-11-13 10:10:06	51.400253000	-2.793398000	11.0	8.410	127		
T	2016-11-13 10:10:07	51.400236000	-2.793545000	11.0	8.420	127		
T	2016-11-13 10:10:09	51.400180000	-2.793839000	10.6	8.441	125		
T	2016-11-13 10:10:10	51.400143000	-2.793987000	10.0	8.451	124		
T	2016-11-13 10:10:11	51.400110000	-2.794131000	9.6	8.462	124		
T	2016-11-13 10:10:12	51.400083000	-2.794278000	9.2	8.472	123		
T	2016-11-13 10:10:13	51.400058000	-2.794426000	8.8	8.482	123		
T	2016-11-13 10:10:18	51.399978000	-2.795140000	8.8	8.531	120		
T	2016-11-13 10:10:19	51.399963000	-2.795270000	8.2	8.541	118		
T	2016-11-13 10:10:20	51.399948000	-2.795396000	7.8	8.550	117		
T	2016-11-13 10:10:21	51.399931000	-2.795507000	7.4	8.558	116		
T	2016-11-13 10:10:22	51.399905000	-2.795601000	7.0	8.566	116		
T	2016-11-13 10:10:23	51.399872000	-2.795671000	6.4	8.573	116		
T	2016-11-13 10:10:26	51.399705000	-2.795763000	6.4	8.593	117		
T	2016-11-13 10:10:29	51.399497000	-2.795760000	6.4	8.613	119		
T	2016-11-13 10:10:30	51.399432000	-2.795767000	6.4	8.620	120		
T	2016-11-13 10:10:31	51.399365000	-2.795792000	6.4	8.627	121		
T	2016-11-13 10:10:35	51.399124000	-2.795871000	6.4	8.656	124		
T	2016-11-13 10:10:36	51.399060000	-2.795881000	6.4	8.664	124		
T	2016-11-13 10:10:40	51.398831000	-2.795876000	6.4	8.690	126		
T	2016-11-13 10:10:47	51.398400000	-2.795807000	6.4	8.738	127		
T	2016-11-13 10:10:52	51.398108000	-2.795697000	7.0	8.772	128		
T	2016-11-13 10:10:53	51.398070000	-2.795657000	7.4	8.778	128		
T	2016-11-13 10:10:54	51.398027000	-2.795606000	7.8	8.785	129		
T	2016-11-13 10:10:55	51.397976000	-2.795556000	8.2	8.791	129		
T	2016-11-13 10:10:56	51.397922000	-2.795523000	8.6	8.798	129		
T	2016-11-13 10:10:58	51.397794000	-2.795470000	8.6	8.811	129		
T	2016-11-13 10:11:01	51.397614000	-2.795375000	8.6	8.832	130		
T	2016-11-13 10:11:04	51.397475000	-2.795176000	8.6	8.854	129		
T	2016-11-13 10:11:08	51.397336000	-2.794801000	8.6	8.884	129		
T	2016-11-13 10:11:09	51.397312000	-2.794691000	8.6	8.892	129		
T	2016-11-13 10:11:10	51.397295000	-2.794580000	8.6	8.899	128		
T	2016-11-13 10:11:14	51.397193000	-2.794179000	8.6	8.928	128		
T	2016-11-13 10:11:18	51.397007000	-2.793954000	8.6	8.955	129		
T	2016-11-13 10:11:20	51.396894000	-2.793897000	9.0	8.968	131		
T	2016-11-13 10:11:21	51.396844000	-2.793873000	9.4	8.973	132		
T	2016-11-13 10:11:22	51.396794000	-2.793852000	9.8	8.979	132		
T	2016-11-13 10:11:23	51.396750000	-2.793836000	9.8	8.985	133		
T	2016-11-13 10:11:24	51.396706000	-2.793816000	10.2	8.990	134		
T	2016-11-13 10:11:25	51.396667000	-2.793801000	10.6	8.995	134		
T	2016-11-13 10:11:30	51.396468000	-2.793726000	10.6	9.018	136		
T	2016-11-13 10:11:31	51.396431000	-2.793710000	11.0	9.023	136		
T	2016-11-13 10:11:32	51.396390000	-2.793697000	11.6	9.028	136		
T	2016-11-13 10:11:33	51.396353000	-2.793686000	12.0	9.032	136		
T	2016-11-13 10:11:34	51.396314000	-2.793674000	12.4	9.037	136		
T	2016-11-13 10:11:35	51.396280000	-2.793660000	12.8	9.041	136		
T	2016-11-13 10:11:38	51.396169000	-2.793605000	12.8	9.055	137		
T	2016-11-13 10:11:42	51.395992000	-2.793580000	12.8	9.074	139		
T	2016-11-13 10:11:43	51.395944000	-2.793591000	13.2	9.079	139		
T	2016-11-13 10:11:44	51.395893000	-2.793619000	13.8	9.084	140		
T	2016-11-13 10:11:45	51.395852000	-2.793643000	14.2	9.089	141		
T	2016-11-13 10:11:46	51.395804000	-2.793664000	14.6	9.094	141		
T	2016-11-13 10:11:47	51.395756000	-2.793686000	15.0	9.100	141		
T	2016-11-13 10:11:50	51.395603000	-2.793755000	15.0	9.117	140		
T	2016-11-13 10:11:55	51.395357000	-2.793843000	15.0	9.146	139		
T	2016-11-13 10:11:57	51.395270000	-2.793835000	15.4	9.156	139		
T	2016-11-13 10:11:58	51.395228000	-2.793842000	15.8	9.160	139		
T	2016-11-13 10:11:59	51.395194000	-2.793870000	16.2	9.165	138		
T	2016-11-13 10:12:00	51.395165000	-2.793915000	16.8	9.169	137		
T	2016-11-13 10:12:01	51.395142000	-2.793986000	17.2	9.173	137		
T	2016-11-13 10:12:03	51.395101000	-2.794150000	17.2	9.184	136		
T	2016-11-13 10:12:05	51.395066000	-2.794286000	17.2	9.194	135		
T	2016-11-13 10:12:12	51.394870000	-2.794780000	17.2	9.235	137		
T	2016-11-13 10:12:21	51.394486000	-2.795421000	17.2	9.293	137		
T	2016-11-13 10:12:27	51.394218000	-2.795920000	17.2	9.338	134		
T	2016-11-13 10:12:29	51.394134000	-2.796110000	17.2	9.354	134		
T	2016-11-13 10:12:34	51.393952000	-2.796631000	17.2	9.395	131		
T	2016-11-13 10:12:35	51.393925000	-2.796733000	17.2	9.402	131		
T	2016-11-13 10:12:36	51.393898000	-2.796837000	16.8	9.410	130		
T	2016-11-13 10:12:37	51.393870000	-2.796933000	16.4	9.418	130		
T	2016-11-13 10:12:38	51.393842000	-2.797027000	16.0	9.425	130		
T	2016-11-13 10:12:39	51.393800000	-2.797116000	15.6	9.433	130		
T	2016-11-13 10:12:40	51.393753000	-2.797186000	15.2	9.440	130		
T	2016-11-13 10:12:43	51.393563000	-2.797228000	15.2	9.463	128		
T	2016-11-13 10:12:44	51.393509000	-2.797218000	15.2	9.469	127		
T	2016-11-13 10:12:46	51.393416000	-2.797205000	15.2	9.479	124		
T	2016-11-13 10:12:47	51.393371000	-2.797198000	15.2	9.484	123		
T	2016-11-13 10:12:50	51.393245000	-2.797178000	15.2	9.498	120		
T	2016-11-13 10:12:52	51.393156000	-2.797187000	15.2	9.508	118		
T	2016-11-13 10:12:53	51.393107000	-2.797200000	15.2	9.513	116		
T	2016-11-13 10:12:55	51.392993000	-2.797204000	14.6	9.525	115		
T	2016-11-13 10:12:56	51.392928000	-2.797202000	14.2	9.531	115		
T	2016-11-13 10:12:57	51.392866000	-2.797207000	13.8	9.538	116		
T	2016-11-13 10:12:58	51.392805000	-2.797213000	13.4	9.544	117		
T	2016-11-13 10:12:59	51.392745000	-2.797223000	13.0	9.551	117		
T	2016-11-13 10:13:04	51.392440000	-2.797271000	13.0	9.585	114		
T	2016-11-13 10:13:05	51.392385000	-2.797269000	13.0	9.592	113		
T	2016-11-13 10:13:06	51.392328000	-2.797262000	13.0	9.598	112		
T	2016-11-13 10:13:10	51.392104000	-2.797159000	13.0	9.625	111		
T	2016-11-13 10:13:11	51.392047000	-2.797117000	13.0	9.632	112		
T	2016-11-13 10:13:14	51.391877000	-2.796982000	13.0	9.653	115		
T	2016-11-13 10:13:18	51.391649000	-2.796814000	13.0	9.680	118		
T	2016-11-13 10:13:19	51.391598000	-2.796770000	13.0	9.687	119		
T	2016-11-13 10:13:25	51.391318000	-2.796592000	13.0	9.721	117		
T	2016-11-13 10:13:28	51.391200000	-2.796649000	13.0	9.734	116		
T	2016-11-13 10:13:31	51.391081000	-2.796847000	13.0	9.752	119		
T	2016-11-13 10:13:33	51.390988000	-2.796974000	13.0	9.766	121		
T	2016-11-13 10:13:34	51.390940000	-2.797037000	12.6	9.772	122		
T	2016-11-13 10:13:35	51.390892000	-2.797104000	12.2	9.779	122		
T	2016-11-13 10:13:36	51.390844000	-2.797171000	11.8	9.786	122		
T	2016-11-13 10:13:37	51.390796000	-2.797237000	11.4	9.793	123		
T	2016-11-13 10:13:38	51.390747000	-2.797307000	11.0	9.800	123		
T	2016-11-13 10:13:40	51.390653000	-2.797448000	11.0	9.814	125		
T	2016-11-13 10:13:43	51.390509000	-2.797666000	11.0	9.836	127		
T	2016-11-13 10:13:46	51.390345000	-2.797846000	11.0	9.858	128		
T	2016-11-13 10:13:49	51.390147000	-2.797879000	11.0	9.881	129		
T	2016-11-13 10:13:51	51.390007000	-2.797832000	11.0	9.897	129		
T	2016-11-13 10:13:55	51.389735000	-2.797758000	11.0	9.928	129		
T	2016-11-13 10:14:03	51.389161000	-2.797598000	11.0	9.992	131		
T	2016-11-13 10:14:04	51.389086000	-2.797581000	11.0	10.000	131		
T	2016-11-13 10:14:06	51.388938000	-2.797564000	11.0	10.016	131		
T	2016-11-13 10:14:09	51.388707000	-2.797611000	11.0	10.040	130		
T	2016-11-13 10:14:10	51.388634000	-2.797638000	11.0	10.048	129		
T	2016-11-13 10:14:15	51.388288000	-2.797842000	11.0	10.089	129		
T	2016-11-13 10:14:23	51.387768000	-2.798302000	11.0	10.155	128		
T	2016-11-13 10:14:24	51.387708000	-2.798374000	11.0	10.163	129		
T	2016-11-13 10:14:26	51.387600000	-2.798534000	11.0	10.180	130		
T	2016-11-13 10:14:28	51.387507000	-2.798709000	11.0	10.196	130		
T	2016-11-13 10:14:35	51.387217000	-2.799385000	11.0	10.252	128		
T	2016-11-13 10:14:39	51.387106000	-2.799752000	11.4	10.280	128		
T	2016-11-13 10:14:40	51.387080000	-2.799836000	11.8	10.287	128		
T	2016-11-13 10:14:41	51.387055000	-2.799918000	12.2	10.293	128		
T	2016-11-13 10:14:42	51.387032000	-2.799997000	12.6	10.299	129		
T	2016-11-13 10:14:43	51.387012000	-2.800071000	13.2	10.305	129		
T	2016-11-13 10:14:50	51.386875000	-2.800625000	13.2	10.347	132		
T	2016-11-13 10:14:57	51.386698000	-2.801267000	13.2	10.395	132		
T	2016-11-13 10:15:05	51.386502000	-2.802095000	13.2	10.458	130		
T	2016-11-13 10:15:06	51.386489000	-2.802216000	13.2	10.466	130		
T	2016-11-13 10:15:10	51.386434000	-2.802721000	12.6	10.501	127		
T	2016-11-13 10:15:11	51.386420000	-2.802856000	12.2	10.511	126		
T	2016-11-13 10:15:12	51.386405000	-2.802983000	11.8	10.520	126		
T	2016-11-13 10:15:13	51.386389000	-2.803123000	11.4	10.530	126		
T	2016-11-13 10:15:14	51.386379000	-2.803253000	11.0	10.539	125		
T	2016-11-13 10:15:20	51.386237000	-2.804030000	11.0	10.595	125		
T	2016-11-13 10:15:27	51.386043000	-2.804843000	11.0	10.655	127		
T	2016-11-13 10:15:28	51.386006000	-2.804951000	11.0	10.664	127		
T	2016-11-13 10:15:35	51.385754000	-2.805673000	11.0	10.721	126		
T	2016-11-13 10:15:42	51.385486000	-2.806329000	11.0	10.775	127		
T	2016-11-13 10:15:44	51.385420000	-2.806520000	11.0	10.790	127		
T	2016-11-13 10:15:47	51.385336000	-2.806810000	11.0	10.812	128		
T	2016-11-13 10:15:56	51.385181000	-2.807699000	11.0	10.877	130		
T	2016-11-13 10:16:00	51.385161000	-2.808126000	11.0	10.906	133		
T	2016-11-13 10:16:02	51.385155000	-2.808356000	11.0	10.922	132		
T	2016-11-13 10:16:10	51.385032000	-2.809271000	11.0	10.988	131		
T	2016-11-13 10:16:11	51.385011000	-2.809386000	11.0	10.996	131		
T	2016-11-13 10:16:19	51.384854000	-2.810295000	11.0	11.061	129		
T	2016-11-13 10:16:22	51.384803000	-2.810616000	11.0	11.085	128		
T	2016-11-13 10:16:30	51.384657000	-2.811418000	11.4	11.143	130		
T	2016-11-13 10:16:31	51.384636000	-2.811503000	11.8	11.150	130		
T	2016-11-13 10:16:32	51.384618000	-2.811585000	12.2	11.156	130		
T	2016-11-13 10:16:33	51.384598000	-2.811665000	12.8	11.162	130		
T	2016-11-13 10:16:34	51.384583000	-2.811743000	13.2	11.168	131		
T	2016-11-13 10:16:38	51.384516000	-2.812049000	13.6	11.191	133		
T	2016-11-13 10:16:39	51.384495000	-2.812119000	14.0	11.196	134		
T	2016-11-13 10:16:40	51.384469000	-2.812185000	14.6	11.201	134		
T	2016-11-13 10:16:41	51.384440000	-2.812253000	15.0	11.207	134		
T	2016-11-13 10:16:42	51.384414000	-2.812313000	15.4	11.213	135		
T	2016-11-13 10:16:44	51.384358000	-2.812426000	15.4	11.224	135		
T	2016-11-13 10:16:50	51.384170000	-2.812770000	15.4	11.259	137		
T	2016-11-13 10:16:52	51.384100000	-2.812887000	15.4	11.270	136		
T	2016-11-13 10:16:54	51.384055000	-2.812932000	15.4	11.274	133		
T	2016-11-13 10:16:58	51.383997000	-2.812931000	16.8	11.274	129		
T	2016-11-13 10:16:59	51.383967000	-2.812908000	17.2	11.276	130		
T	2016-11-13 10:17:00	51.383937000	-2.812873000	17.6	11.280	130		
T	2016-11-13 10:17:01	51.383909000	-2.812826000	17.6	11.285	131		
T	2016-11-13 10:17:03	51.383858000	-2.812717000	17.6	11.295	134		
T	2016-11-13 10:17:04	51.383846000	-2.812664000	17.6	11.300	135		
T	2016-11-13 10:17:09	51.383686000	-2.812287000	17.6	11.331	137		
T	2016-11-13 10:17:11	51.383607000	-2.812122000	17.6	11.344	136		
T	2016-11-13 10:17:15	51.383420000	-2.811841000	17.6	11.373	135		
T	2016-11-13 10:17:18	51.383218000	-2.811777000	17.6	11.395	134		
T	2016-11-13 10:17:19	51.383151000	-2.811774000	17.6	11.403	134		
T	2016-11-13 10:17:23	51.382883000	-2.811743000	17.6	11.432	133		
T	2016-11-13 10:17:30	51.382455000	-2.811675000	17.6	11.481	135		
T	2016-11-13 10:17:33	51.382280000	-2.811636000	18.0	11.500	135		
T	2016-11-13 10:17:34	51.382225000	-2.811622000	18.4	11.506	135		
T	2016-11-13 10:17:35	51.382164000	-2.811608000	19.0	11.512	135		
T	2016-11-13 10:17:36	51.382110000	-2.811596000	19.4	11.519	136		
T	2016-11-13 10:17:37	51.382055000	-2.811580000	19.8	11.525	137		
T	2016-11-13 10:17:40	51.381895000	-2.811524000	19.8	11.543	139		
T	2016-11-13 10:17:45	51.381627000	-2.811416000	20.2	11.573	141		
T	2016-11-13 10:17:46	51.381574000	-2.811396000	20.6	11.579	141		
T	2016-11-13 10:17:47	51.381522000	-2.811372000	21.2	11.585	140		
T	2016-11-13 10:17:48	51.381473000	-2.811340000	21.6	11.591	140		
T	2016-11-13 10:17:49	51.381422000	-2.811308000	22.0	11.597	140		
T	2016-11-13 10:17:50	51.381371000	-2.811274000	22.0	11.603	140		
T	2016-11-13 10:17:57	51.380984000	-2.811028000	22.0	11.649	140		
T	2016-11-13 10:18:03	51.380583000	-2.810779000	22.0	11.698	137		
T	2016-11-13 10:18:04	51.380507000	-2.810736000	21.6	11.707	137		
T	2016-11-13 10:18:05	51.380432000	-2.810693000	21.2	11.715	136		
T	2016-11-13 10:18:06	51.380355000	-2.810660000	20.8	11.724	135		
T	2016-11-13 10:18:07	51.380282000	-2.810614000	20.4	11.732	134		
T	2016-11-13 10:18:08	51.380213000	-2.810577000	19.8	11.741	134		
T	2016-11-13 10:18:11	51.380007000	-2.810416000	19.8	11.766	130		
